Sn,Task Name,Activity Type,Planned Start,Planned Finish,Actual Start,Actual Finish,PGMA,Parent WBS Level
213,Development of Site Infrastructure,OTH,2022-09-27,2024-05-18,2022-09-27,,,"1(EPC Package for Talcher Thermal Power Project, Stage-III (2X660MW))"
214,Mobilization of site levelling agency at site and commencement of site levelling works including dismantling activities ,,2023-01-25,2023-03-25,,,,1.8(Development of Site Infrastructure)
215,Completion of Site Levelling,CIV,2023-04-25,2023-07-23,,,,1.8(Development of Site Infrastructure)
216,Readiness of Priority Roads  including Drains ,CIV,2023-05-25,2024-01-19,,,,1.8(Development of Site Infrastructure)
217,Readiness of External Drain for evacuation of plant area drainage ,CIV,2023-03-26,2023-11-20,,,,1.8(Development of Site Infrastructure)
218,Readiness of area lighting in Plant ,OTH,2023-03-26,2023-09-21,,,,1.8(Development of Site Infrastructure)
219,Readiness of Temporary office of BHEL,CIV,2022-09-27,2022-11-25,2022-09-27,2022-11-30,,1.8(Development of Site Infrastructure)
220,Readiness of BHEL office ,CIV,2022-09-27,2023-05-24,,,,1.8(Development of Site Infrastructure)
221,Readiness of Safety Control Room & Site office of NTPC,CIV,2023-06-23,2023-06-23,,,,1.8(Development of Site Infrastructure)
222,"Readiness of Storage and Preassembly yard with Hard crusting, Roads & Drains etc. as per priority requirement of project ",CIV,2023-03-26,2023-12-20,,,,1.8(Development of Site Infrastructure)
223,Establishment of workers habitat in phased manner ,CIV,2022-12-26,2024-05-18,,,,1.8(Development of Site Infrastructure)
224,Dismantling,CIV,2022-12-21,2024-01-30,,,,1.8(Development of Site Infrastructure)
225,Dismantling of existing raw material reservoirs,CIV,2023-07-15,2024-01-30,,,,1.8.11(Dismantling)
226,Dismantling of super structure ,CIV,2022-12-21,2023-07-08,,,,1.8.11(Dismantling)
227,Boiler & Auxiliaries,OTH,2022-09-27,2026-05-28,2022-11-21,,,"1(EPC Package for Talcher Thermal Power Project, Stage-III (2X660MW))"
228,Boiler Structure,OTH,2022-09-27,2026-04-30,2022-12-15,,,1.9(Boiler & Auxiliaries)
229,Basic engineering,ENG,2022-10-27,2023-02-23,,,,1.9.1(Boiler Structure)
230,Supply (BHEL TRY),SUP,2022-09-27,2025-11-10,2022-12-15,,,1.9.1(Boiler Structure)
231,Main Boiler supporting structure (PG-35),OTH,2022-09-27,2024-03-11,2022-12-15,,PG35,1.9.1.2(Supply (BHEL TRY))
232,FOUNDATION MATERIALS- (PGMA-35011),SUP,2022-10-27,2023-05-27,2022-12-15,,35010,1.9.1.2.1(Main Boiler supporting structure (PG-35))
233,Engineering,ENG,2022-10-27,2023-01-19,2022-12-15,,35011,1.9.1.2.1.1(FOUNDATION MATERIALS- (PGMA-35011))
234,Manufacturing,MFG,2023-01-20,2023-04-27,,,35011,1.9.1.2.1.1(FOUNDATION MATERIALS- (PGMA-35011))
235,Dispatch,DIS,2023-03-29,2023-05-27,,,35011,1.9.1.2.1.1(FOUNDATION MATERIALS- (PGMA-35011))
236,MAIN COLUMNS LEFT 1ST PASS (PGMA-35111),SUP,2022-10-27,2023-09-10,,,35111,1.9.1.2.1(Main Boiler supporting structure (PG-35))
237,Engineering,ENG,2022-10-27,2023-05-08,,,35111,1.9.1.2.1.2(MAIN COLUMNS LEFT 1ST PASS (PGMA-35111))
238,Manufacturing,MFG,2023-02-18,2023-06-27,,,35111,1.9.1.2.1.2(MAIN COLUMNS LEFT 1ST PASS (PGMA-35111))
239,Dispatch,DIS,2023-06-28,2023-09-10,,,35111,1.9.1.2.1.2(MAIN COLUMNS LEFT 1ST PASS (PGMA-35111))
240,MAIN COLUMNS LEFT 2ND PASS (PGMA-35112),SUP,2022-10-27,2023-09-10,,,35112,1.9.1.2.1(Main Boiler supporting structure (PG-35))
241,Engineering,ENG,2022-10-27,2023-05-08,,,35112,1.9.1.2.1.3(MAIN COLUMNS LEFT 2ND PASS (PGMA-35112))
242,Manufacturing,MFG,2023-02-18,2023-06-27,,,35112,1.9.1.2.1.3(MAIN COLUMNS LEFT 2ND PASS (PGMA-35112))
243,Dispatch,DIS,2023-06-28,2023-09-10,,,35112,1.9.1.2.1.3(MAIN COLUMNS LEFT 2ND PASS (PGMA-35112))
244,MAIN COLUMNS RIGHT 1ST PASS (PGMA-35121),SUP,2022-10-27,2023-09-25,,,35121,1.9.1.2.1(Main Boiler supporting structure (PG-35))
245,Engineering,ENG,2022-10-27,2023-05-08,,,35121,1.9.1.2.1.4(MAIN COLUMNS RIGHT 1ST PASS (PGMA-35121))
246,Manufacturing,MFG,2023-02-18,2023-06-27,,,35121,1.9.1.2.1.4(MAIN COLUMNS RIGHT 1ST PASS (PGMA-35121))
247,Dispatch,DIS,2023-06-28,2023-09-25,,,35121,1.9.1.2.1.4(MAIN COLUMNS RIGHT 1ST PASS (PGMA-35121))
248,MAIN COLUMNS RIGHT 2ND PASS (PGMA-35122),SUP,2022-10-27,2023-09-25,,,35122,1.9.1.2.1(Main Boiler supporting structure (PG-35))
249,Engineering,ENG,2022-10-27,2023-05-08,,,35122,1.9.1.2.1.5(MAIN COLUMNS RIGHT 2ND PASS (PGMA-35122))
250,Manufacturing,MFG,2023-02-18,2023-06-27,,,35122,1.9.1.2.1.5(MAIN COLUMNS RIGHT 2ND PASS (PGMA-35122))
251,Dispatch,DIS,2023-06-28,2023-09-25,,,35122,1.9.1.2.1.5(MAIN COLUMNS RIGHT 2ND PASS (PGMA-35122))
252,MAIN COLUMNS MIDDLE (PGMA-35130),SUP,2022-10-27,2023-09-25,,,35130,1.9.1.2.1(Main Boiler supporting structure (PG-35))
253,Engineering,ENG,2022-10-27,2023-05-08,,,35130,1.9.1.2.1.6(MAIN COLUMNS MIDDLE (PGMA-35130))
254,Manufacturing,MFG,2023-02-18,2023-06-27,,,35130,1.9.1.2.1.6(MAIN COLUMNS MIDDLE (PGMA-35130))
255,Dispatch,DIS,2023-06-28,2023-09-25,,,35130,1.9.1.2.1.6(MAIN COLUMNS MIDDLE (PGMA-35130))
256,AUXILIARY COLUMNS-LEFT SIDE (PGMA-35140),SUP,2022-10-27,2023-09-25,,,35140,1.9.1.2.1(Main Boiler supporting structure (PG-35))
257,Engineering,ENG,2022-10-27,2023-05-08,,,35140,1.9.1.2.1.7(AUXILIARY COLUMNS-LEFT SIDE (PGMA-35140))
258,Manufacturing,MFG,2023-02-18,2023-06-27,,,35140,1.9.1.2.1.7(AUXILIARY COLUMNS-LEFT SIDE (PGMA-35140))
259,Dispatch,DIS,2023-06-28,2023-09-25,,,35140,1.9.1.2.1.7(AUXILIARY COLUMNS-LEFT SIDE (PGMA-35140))
260,AUXILIARY COLUMNS-RIGHT SIDE (PGMA-35150),SUP,2022-10-27,2023-09-25,,,35150,1.9.1.2.1(Main Boiler supporting structure (PG-35))
261,Engineering,ENG,2022-10-27,2023-05-08,,,35150,1.9.1.2.1.8(AUXILIARY COLUMNS-RIGHT SIDE (PGMA-35150))
262,Manufacturing,MFG,2023-02-18,2023-06-27,,,35150,1.9.1.2.1.8(AUXILIARY COLUMNS-RIGHT SIDE (PGMA-35150))
263,Dispatch,DIS,2023-06-28,2023-09-25,,,35150,1.9.1.2.1.8(AUXILIARY COLUMNS-RIGHT SIDE (PGMA-35150))
264,GIRDER PIN CONNECTIONS (PGMA-35190),SUP,2022-10-27,2023-10-26,,,35190,1.9.1.2.1(Main Boiler supporting structure (PG-35))
265,Engineering,ENG,2022-10-27,2023-05-23,,,35190,1.9.1.2.1.9(GIRDER PIN CONNECTIONS (PGMA-35190))
266,Manufacturing,MFG,2023-03-05,2023-08-27,,,35190,1.9.1.2.1.9(GIRDER PIN CONNECTIONS (PGMA-35190))
267,Dispatch,DIS,2023-08-28,2023-10-26,,,35190,1.9.1.2.1.9(GIRDER PIN CONNECTIONS (PGMA-35190))
268,CEILING STRUCTURE-MAIN GIRDERS 1ST PASS (PGMA-35211),SUP,2022-10-27,2023-12-19,,,35211,1.9.1.2.1(Main Boiler supporting structure (PG-35))
269,Engineering,ENG,2022-10-27,2023-05-23,,,35211,1.9.1.2.1.10(CEILING STRUCTURE-MAIN GIRDERS 1ST PASS (PGMA-35211))
270,Manufacturing,MFG,2023-03-05,2023-09-20,,,35211,1.9.1.2.1.10(CEILING STRUCTURE-MAIN GIRDERS 1ST PASS (PGMA-35211))
271,Dispatch,DIS,2023-09-21,2023-12-19,,,35211,1.9.1.2.1.10(CEILING STRUCTURE-MAIN GIRDERS 1ST PASS (PGMA-35211))
272,CEILING STRUCTURE-MAIN GIRDERS 2ND PASS (PGMA-35212),SUP,2022-10-27,2023-12-19,,,35212,1.9.1.2.1(Main Boiler supporting structure (PG-35))
273,Engineering,ENG,2022-10-27,2023-05-23,,,35212,1.9.1.2.1.11(CEILING STRUCTURE-MAIN GIRDERS 2ND PASS (PGMA-35212))
274,Manufacturing,MFG,2023-03-05,2023-09-20,,,35212,1.9.1.2.1.11(CEILING STRUCTURE-MAIN GIRDERS 2ND PASS (PGMA-35212))
275,Dispatch,DIS,2023-09-21,2023-12-19,,,35212,1.9.1.2.1.11(CEILING STRUCTURE-MAIN GIRDERS 2ND PASS (PGMA-35212))
276,CEIL STRUCT-CROSS WELDED BEAMS 1ST PASS (PGMA-35213),SUP,2022-10-27,2023-12-21,,,35213,1.9.1.2.1(Main Boiler supporting structure (PG-35))
277,Engineering,ENG,2022-10-27,2023-05-23,,,35213,1.9.1.2.1.12(CEIL STRUCT-CROSS WELDED BEAMS 1ST PASS (PGMA-35213))
278,Manufacturing,MFG,2023-03-07,2023-09-22,,,35213,1.9.1.2.1.12(CEIL STRUCT-CROSS WELDED BEAMS 1ST PASS (PGMA-35213))
279,Dispatch,DIS,2023-09-23,2023-12-21,,,35213,1.9.1.2.1.12(CEIL STRUCT-CROSS WELDED BEAMS 1ST PASS (PGMA-35213))
280,CEIL STRUCT-CROSS WELDED BEAMS 2ND PASS (PGMA-35214),SUP,2022-10-27,2023-12-21,,,35214,1.9.1.2.1(Main Boiler supporting structure (PG-35))
281,Engineering,ENG,2022-10-27,2023-05-23,,,35214,1.9.1.2.1.13(CEIL STRUCT-CROSS WELDED BEAMS 2ND PASS (PGMA-35214))
282,Manufacturing,MFG,2023-03-07,2023-09-22,,,35214,1.9.1.2.1.13(CEIL STRUCT-CROSS WELDED BEAMS 2ND PASS (PGMA-35214))
283,Dispatch,DIS,2023-09-23,2023-12-21,,,35214,1.9.1.2.1.13(CEIL STRUCT-CROSS WELDED BEAMS 2ND PASS (PGMA-35214))
284,CEILING STRUCTURE ROLLED BEAM 1ST PASS (PGMA-35221),SUP,2022-09-27,2024-01-03,,,35221,1.9.1.2.1(Main Boiler supporting structure (PG-35))
285,Engineering,ENG,2022-09-27,2023-06-05,,,35221,1.9.1.2.1.14(CEILING STRUCTURE ROLLED BEAM 1ST PASS (PGMA-35221))
286,Manufacturing,MFG,2023-03-20,2023-10-05,,,35221,1.9.1.2.1.14(CEILING STRUCTURE ROLLED BEAM 1ST PASS (PGMA-35221))
287,Dispatch,DIS,2023-10-06,2024-01-03,,,35221,1.9.1.2.1.14(CEILING STRUCTURE ROLLED BEAM 1ST PASS (PGMA-35221))
288,CEILING STRUCTURE ROLLED BEAM 2ND PASS (PGMA-35222),SUP,2022-09-27,2024-01-03,,,35222,1.9.1.2.1(Main Boiler supporting structure (PG-35))
289,Engineering,ENG,2022-09-27,2023-06-05,,,35222,1.9.1.2.1.15(CEILING STRUCTURE ROLLED BEAM 2ND PASS (PGMA-35222))
290,Manufacturing,MFG,2023-03-20,2023-10-05,,,35222,1.9.1.2.1.15(CEILING STRUCTURE ROLLED BEAM 2ND PASS (PGMA-35222))
291,Dispatch,DIS,2023-10-06,2024-01-03,,,35222,1.9.1.2.1.15(CEILING STRUCTURE ROLLED BEAM 2ND PASS (PGMA-35222))
292,CEILING STRUCTURE HORBRACING 1ST PASS (PGMA-35231),SUP,2022-10-27,2024-02-02,,,35231,1.9.1.2.1(Main Boiler supporting structure (PG-35))
293,Engineering,ENG,2022-10-27,2023-07-05,,,35231,1.9.1.2.1.16(CEILING STRUCTURE HORBRACING 1ST PASS (PGMA-35231))
294,Manufacturing,MFG,2023-04-19,2023-11-04,,,35231,1.9.1.2.1.16(CEILING STRUCTURE HORBRACING 1ST PASS (PGMA-35231))
295,Dispatch,DIS,2023-11-05,2024-02-02,,,35231,1.9.1.2.1.16(CEILING STRUCTURE HORBRACING 1ST PASS (PGMA-35231))
296,CEILING STRUCTURE HORBRACING 2ND PASS (PGMA-35232),SUP,2022-10-27,2024-02-02,,,35232,1.9.1.2.1(Main Boiler supporting structure (PG-35))
297,Engineering,ENG,2022-10-27,2023-07-05,,,35232,1.9.1.2.1.17(CEILING STRUCTURE HORBRACING 2ND PASS (PGMA-35232))
298,Manufacturing,MFG,2023-04-19,2023-11-04,,,35232,1.9.1.2.1.17(CEILING STRUCTURE HORBRACING 2ND PASS (PGMA-35232))
299,Dispatch,DIS,2023-11-05,2024-02-02,,,35232,1.9.1.2.1.17(CEILING STRUCTURE HORBRACING 2ND PASS (PGMA-35232))
300,HORIZONTAL BRACING I PASS IMBL (PGMA-35311),SUP,2022-10-27,2024-01-31,,,35311,1.9.1.2.1(Main Boiler supporting structure (PG-35))
301,Engineering,ENG,2022-10-27,2023-07-05,,,35311,1.9.1.2.1.18(HORIZONTAL BRACING I PASS IMBL (PGMA-35311))
302,Manufacturing,MFG,2023-04-17,2023-11-02,,,35311,1.9.1.2.1.18(HORIZONTAL BRACING I PASS IMBL (PGMA-35311))
303,Dispatch,DIS,2023-11-03,2024-01-31,,,35311,1.9.1.2.1.18(HORIZONTAL BRACING I PASS IMBL (PGMA-35311))
304,HORIZ BRACING II PASS I MBL (PGMA-35312),SUP,2022-10-27,2024-01-31,,,35312,1.9.1.2.1(Main Boiler supporting structure (PG-35))
305,Engineering,ENG,2022-10-27,2023-07-05,,,35312,1.9.1.2.1.19(HORIZ BRACING II PASS I MBL (PGMA-35312))
306,Manufacturing,MFG,2023-04-17,2023-11-02,,,35312,1.9.1.2.1.19(HORIZ BRACING II PASS I MBL (PGMA-35312))
307,Dispatch,DIS,2023-11-03,2024-01-31,,,35312,1.9.1.2.1.19(HORIZ BRACING II PASS I MBL (PGMA-35312))
308,HORIZ BRACING I PASS II MBL (PGMA-35321),SUP,2022-10-27,2024-01-31,,,35321,1.9.1.2.1(Main Boiler supporting structure (PG-35))
309,Engineering,ENG,2022-10-27,2023-07-05,,,35321,1.9.1.2.1.20(HORIZ BRACING I PASS II MBL (PGMA-35321))
310,Manufacturing,MFG,2023-04-17,2023-11-02,,,35321,1.9.1.2.1.20(HORIZ BRACING I PASS II MBL (PGMA-35321))
311,Dispatch,DIS,2023-11-03,2024-01-31,,,35321,1.9.1.2.1.20(HORIZ BRACING I PASS II MBL (PGMA-35321))
312,HORIZ BRACING II PASS II MBL (PGMA-35322),SUP,2022-10-27,2024-01-31,,,35322,1.9.1.2.1(Main Boiler supporting structure (PG-35))
313,Engineering,ENG,2022-10-27,2023-07-05,,,35322,1.9.1.2.1.21(HORIZ BRACING II PASS II MBL (PGMA-35322))
314,Manufacturing,MFG,2023-04-17,2023-11-02,,,35322,1.9.1.2.1.21(HORIZ BRACING II PASS II MBL (PGMA-35322))
315,Dispatch,DIS,2023-11-03,2024-01-31,,,35322,1.9.1.2.1.21(HORIZ BRACING II PASS II MBL (PGMA-35322))
316,HORIZ BRACING I PASS III MBL (PGMA-35331),SUP,2022-10-27,2024-01-31,,,35331,1.9.1.2.1(Main Boiler supporting structure (PG-35))
317,Engineering,ENG,2022-10-27,2023-07-05,,,35331,1.9.1.2.1.22(HORIZ BRACING I PASS III MBL (PGMA-35331))
318,Manufacturing,MFG,2023-04-17,2023-11-02,,,35331,1.9.1.2.1.22(HORIZ BRACING I PASS III MBL (PGMA-35331))
319,Dispatch,DIS,2023-11-03,2024-01-31,,,35331,1.9.1.2.1.22(HORIZ BRACING I PASS III MBL (PGMA-35331))
320,HORIZ BRACING II PASS III MBL (PGMA-35332),SUP,2022-10-27,2024-01-31,,,35332,1.9.1.2.1(Main Boiler supporting structure (PG-35))
321,Engineering,ENG,2022-10-27,2023-07-05,,,35332,1.9.1.2.1.23(HORIZ BRACING II PASS III MBL (PGMA-35332))
322,Manufacturing,MFG,2023-04-17,2023-11-02,,,35332,1.9.1.2.1.23(HORIZ BRACING II PASS III MBL (PGMA-35332))
323,Dispatch,DIS,2023-11-03,2024-01-31,,,35332,1.9.1.2.1.23(HORIZ BRACING II PASS III MBL (PGMA-35332))
324,HORIZ BRACING I PASS IV MBL (PGMA-35341),SUP,2022-10-27,2024-01-31,,,35341,1.9.1.2.1(Main Boiler supporting structure (PG-35))
325,Engineering,ENG,2022-10-27,2023-07-05,,,35341,1.9.1.2.1.24(HORIZ BRACING I PASS IV MBL (PGMA-35341))
326,Manufacturing,MFG,2023-04-17,2023-11-02,,,35341,1.9.1.2.1.24(HORIZ BRACING I PASS IV MBL (PGMA-35341))
327,Dispatch,DIS,2023-11-03,2024-01-31,,,35341,1.9.1.2.1.24(HORIZ BRACING I PASS IV MBL (PGMA-35341))
328,HORIZ BRACING II PASS IV MBL (PGMA-35342),SUP,2022-10-27,2024-01-31,,,35342,1.9.1.2.1(Main Boiler supporting structure (PG-35))
329,Engineering,ENG,2022-10-27,2023-07-05,,,35342,1.9.1.2.1.25(HORIZ BRACING II PASS IV MBL (PGMA-35342))
330,Manufacturing,MFG,2023-04-17,2023-11-02,,,35342,1.9.1.2.1.25(HORIZ BRACING II PASS IV MBL (PGMA-35342))
331,Dispatch,DIS,2023-11-03,2024-01-31,,,35342,1.9.1.2.1.25(HORIZ BRACING II PASS IV MBL (PGMA-35342))
332,HORIZ BRACING I PASS V MBL (PGMA-35351),SUP,2022-10-27,2024-02-02,,,35351,1.9.1.2.1(Main Boiler supporting structure (PG-35))
333,Engineering,ENG,2022-10-27,2023-07-05,,,35351,1.9.1.2.1.26(HORIZ BRACING I PASS V MBL (PGMA-35351))
334,Manufacturing,MFG,2023-04-19,2023-11-04,,,35351,1.9.1.2.1.26(HORIZ BRACING I PASS V MBL (PGMA-35351))
335,Dispatch,DIS,2023-11-05,2024-02-02,,,35351,1.9.1.2.1.26(HORIZ BRACING I PASS V MBL (PGMA-35351))
336,HORIZ BRACING II PASS V MBL (PGMA-35352),SUP,2022-10-27,2024-02-02,,,35352,1.9.1.2.1(Main Boiler supporting structure (PG-35))
337,Engineering,ENG,2022-10-27,2023-07-05,,,35352,1.9.1.2.1.27(HORIZ BRACING II PASS V MBL (PGMA-35352))
338,Manufacturing,MFG,2023-04-19,2023-11-04,,,35352,1.9.1.2.1.27(HORIZ BRACING II PASS V MBL (PGMA-35352))
339,Dispatch,DIS,2023-11-05,2024-02-02,,,35352,1.9.1.2.1.27(HORIZ BRACING II PASS V MBL (PGMA-35352))
340,HORIZ BRACING I PASS VI MBL (PGMA-35361),SUP,2022-10-27,2024-02-02,,,35361,1.9.1.2.1(Main Boiler supporting structure (PG-35))
341,Engineering,ENG,2022-10-27,2023-07-05,,,35361,1.9.1.2.1.28(HORIZ BRACING I PASS VI MBL (PGMA-35361))
342,Manufacturing,MFG,2023-04-19,2023-11-04,,,35361,1.9.1.2.1.28(HORIZ BRACING I PASS VI MBL (PGMA-35361))
343,Dispatch,DIS,2023-11-05,2024-02-02,,,35361,1.9.1.2.1.28(HORIZ BRACING I PASS VI MBL (PGMA-35361))
344,HORIZ BRACING II PASS VI MBL (PGMA-35362),SUP,2022-10-27,2024-02-02,,,35362,1.9.1.2.1(Main Boiler supporting structure (PG-35))
345,Engineering,ENG,2022-10-27,2023-07-05,,,35362,1.9.1.2.1.29(HORIZ BRACING II PASS VI MBL (PGMA-35362))
346,Manufacturing,MFG,2023-04-19,2023-11-04,,,35362,1.9.1.2.1.29(HORIZ BRACING II PASS VI MBL (PGMA-35362))
347,Dispatch,DIS,2023-11-05,2024-02-02,,,35362,1.9.1.2.1.29(HORIZ BRACING II PASS VI MBL (PGMA-35362))
348,LAND & CONN PLAT TIER-1 (PGMA-35381),SUP,2022-10-27,2024-01-31,,,35381,1.9.1.2.1(Main Boiler supporting structure (PG-35))
349,Engineering,ENG,2022-10-27,2023-07-05,,,35381,1.9.1.2.1.30(LAND & CONN PLAT TIER-1 (PGMA-35381))
350,Manufacturing,MFG,2023-04-17,2023-11-02,,,35381,1.9.1.2.1.30(LAND & CONN PLAT TIER-1 (PGMA-35381))
351,Dispatch,DIS,2023-11-03,2024-01-31,,,35381,1.9.1.2.1.30(LAND & CONN PLAT TIER-1 (PGMA-35381))
352,LAND & CONN PLAT TIER-2 (PGMA-35382),SUP,2022-10-27,2024-01-31,,,35382,1.9.1.2.1(Main Boiler supporting structure (PG-35))
353,Engineering,ENG,2022-10-27,2023-07-05,,,35382,1.9.1.2.1.31(LAND & CONN PLAT TIER-2 (PGMA-35382))
354,Manufacturing,MFG,2023-04-17,2023-11-02,,,35382,1.9.1.2.1.31(LAND & CONN PLAT TIER-2 (PGMA-35382))
355,Dispatch,DIS,2023-11-03,2024-01-31,,,35382,1.9.1.2.1.31(LAND & CONN PLAT TIER-2 (PGMA-35382))
356,LAND & CONN PLAT TIER-3 (PGMA-35383),SUP,2022-10-27,2024-01-31,,,35383,1.9.1.2.1(Main Boiler supporting structure (PG-35))
357,Engineering,ENG,2022-10-27,2023-07-05,,,35383,1.9.1.2.1.32(LAND & CONN PLAT TIER-3 (PGMA-35383))
358,Manufacturing,MFG,2023-04-17,2023-11-02,,,35383,1.9.1.2.1.32(LAND & CONN PLAT TIER-3 (PGMA-35383))
359,Dispatch,DIS,2023-11-03,2024-01-31,,,35383,1.9.1.2.1.32(LAND & CONN PLAT TIER-3 (PGMA-35383))
360,HORIL BEAMS FIRST PASS-TIER-1 (PGMA-35441),SUP,2022-10-27,2024-01-31,,,35441,1.9.1.2.1(Main Boiler supporting structure (PG-35))
361,Engineering,ENG,2022-10-27,2023-07-05,,,35441,1.9.1.2.1.33(HORIL BEAMS FIRST PASS-TIER-1 (PGMA-35441))
362,Manufacturing,MFG,2023-04-17,2023-11-02,,,35441,1.9.1.2.1.33(HORIL BEAMS FIRST PASS-TIER-1 (PGMA-35441))
363,Dispatch,DIS,2023-11-03,2024-01-31,,,35441,1.9.1.2.1.33(HORIL BEAMS FIRST PASS-TIER-1 (PGMA-35441))
364,HORIL BEAMS FIRST PASS-TIER-2 (PGMA-35442),SUP,2022-10-27,2024-01-31,,,35442,1.9.1.2.1(Main Boiler supporting structure (PG-35))
365,Engineering,ENG,2022-10-27,2023-07-05,,,35442,1.9.1.2.1.34(HORIL BEAMS FIRST PASS-TIER-2 (PGMA-35442))
366,Manufacturing,MFG,2023-04-17,2023-11-02,,,35442,1.9.1.2.1.34(HORIL BEAMS FIRST PASS-TIER-2 (PGMA-35442))
367,Dispatch,DIS,2023-11-03,2024-01-31,,,35442,1.9.1.2.1.34(HORIL BEAMS FIRST PASS-TIER-2 (PGMA-35442))
368,HORIL BEAMS FIRST PASS-TIER-3 (PGMA-35443),SUP,2022-10-27,2024-01-31,,,35443,1.9.1.2.1(Main Boiler supporting structure (PG-35))
369,Engineering,ENG,2022-10-27,2023-07-05,,,35443,1.9.1.2.1.35(HORIL BEAMS FIRST PASS-TIER-3 (PGMA-35443))
370,Manufacturing,MFG,2023-04-17,2023-11-02,,,35443,1.9.1.2.1.35(HORIL BEAMS FIRST PASS-TIER-3 (PGMA-35443))
371,Dispatch,DIS,2023-11-03,2024-01-31,,,35443,1.9.1.2.1.35(HORIL BEAMS FIRST PASS-TIER-3 (PGMA-35443))
372,HOR BEAM-SECOND PASS- TIER-1 (PGMA-35451),SUP,2022-10-27,2024-01-31,,,35451,1.9.1.2.1(Main Boiler supporting structure (PG-35))
373,Engineering,ENG,2022-10-27,2023-07-05,,,35451,1.9.1.2.1.36(HOR BEAM-SECOND PASS- TIER-1 (PGMA-35451))
374,Manufacturing,MFG,2023-04-17,2023-11-02,,,35451,1.9.1.2.1.36(HOR BEAM-SECOND PASS- TIER-1 (PGMA-35451))
375,Dispatch,DIS,2023-11-03,2024-01-31,,,35451,1.9.1.2.1.36(HOR BEAM-SECOND PASS- TIER-1 (PGMA-35451))
376,HOR BEAM-SECOND PASS- TIER-2 (PGMA-35452),SUP,2022-10-27,2024-01-31,,,35452,1.9.1.2.1(Main Boiler supporting structure (PG-35))
377,Engineering,ENG,2022-10-27,2023-07-05,,,35452,1.9.1.2.1.37(HOR BEAM-SECOND PASS- TIER-2 (PGMA-35452))
378,Manufacturing,MFG,2023-04-17,2023-11-02,,,35452,1.9.1.2.1.37(HOR BEAM-SECOND PASS- TIER-2 (PGMA-35452))
379,Dispatch,DIS,2023-11-03,2024-01-31,,,35452,1.9.1.2.1.37(HOR BEAM-SECOND PASS- TIER-2 (PGMA-35452))
380,HOR BEAM-SECOND PASS- TIER-3 (PGMA-35453),SUP,2022-10-27,2024-01-31,,,35453,1.9.1.2.1(Main Boiler supporting structure (PG-35))
381,Engineering,ENG,2022-10-27,2023-07-05,,,35453,1.9.1.2.1.38(HOR BEAM-SECOND PASS- TIER-3 (PGMA-35453))
382,Manufacturing,MFG,2023-04-17,2023-11-02,,,35453,1.9.1.2.1.38(HOR BEAM-SECOND PASS- TIER-3 (PGMA-35453))
383,Dispatch,DIS,2023-11-03,2024-01-31,,,35453,1.9.1.2.1.38(HOR BEAM-SECOND PASS- TIER-3 (PGMA-35453))
384,FRONT BRACING-TIER-1 (PGMA-35511),SUP,2022-10-27,2024-01-31,,,35511,1.9.1.2.1(Main Boiler supporting structure (PG-35))
385,Engineering,ENG,2022-10-27,2023-07-05,,,35511,1.9.1.2.1.39(FRONT BRACING-TIER-1 (PGMA-35511))
386,Manufacturing,MFG,2023-04-17,2023-11-02,,,35511,1.9.1.2.1.39(FRONT BRACING-TIER-1 (PGMA-35511))
387,Dispatch,DIS,2023-11-03,2024-01-31,,,35511,1.9.1.2.1.39(FRONT BRACING-TIER-1 (PGMA-35511))
388,FRONT BRACING-TIER-2 (PGMA-35512),SUP,2022-10-27,2024-01-31,,,35512,1.9.1.2.1(Main Boiler supporting structure (PG-35))
389,Engineering,ENG,2022-10-27,2023-07-05,,,35512,1.9.1.2.1.40(FRONT BRACING-TIER-2 (PGMA-35512))
390,Manufacturing,MFG,2023-04-17,2023-11-02,,,35512,1.9.1.2.1.40(FRONT BRACING-TIER-2 (PGMA-35512))
